5be8ff3f-c044-4283-badc-80890dcec425,Album,624119426870,00086da0-d479-4248-9b98-4f7920a6826e,"All In The Mind",1995,79abb818-9baf-429c-8578-216feb1d6af2,24db1a43-a59f-4015-ae37-d52f1907c8f7,"The Bucketheads","http://coverartarchive.org/release/35de045e-24bf-46c5-b61c-e8d7382c9ef5/10997712192-250.jpg"
10d7266b-d837-4e89-823e-b3d6110700f2,Album,1222105801649,00086da0-d479-4248-9b98-4f7920a6826e,"All In The Mind",1995,79abb818-9baf-429c-8578-216feb1d6af2,24db1a43-a59f-4015-ae37-d52f1907c8f7,"The Bucketheads","http://coverartarchive.org/release/35de045e-24bf-46c5-b61c-e8d7382c9ef5/10997712192-250.jpg"
38cfb85f-74ab-4227-ace0-d31756f622b8,Album,827913962272,00086da0-d479-4248-9b98-4f7920a6826e,"All In The Mind",1995,79abb818-9baf-429c-8578-216feb1d6af2,24db1a43-a59f-4015-ae37-d52f1907c8f7,"The Bucketheads","http://coverartarchive.org/release/35de045e-24bf-46c5-b61c-e8d7382c9ef5/10997712192-250.jpg"
13aa2d9c-0594-4f58-a81d-5871a9287b65,Album,1423836626662,0016436d-e592-4254-9c53-78d08578b96c,"Vivianism",2007,8b2fee1e-e795-4be0-8084-0a5982bb292c,c5f42b91-82b9-466c-891c-a9cc391b50bc,"Vivian",""
b2762d0f-ea4b-4eec-b954-aba2dbd8a48a,Album,724230353007,0016436d-e592-4254-9c53-78d08578b96c,"Vivianism",2007,8b2fee1e-e795-4be0-8084-0a5982bb292c,c5f42b91-82b9-466c-891c-a9cc391b50bc,"Vivian",""
d53442ea-eb2d-4b8a-b49b-6174dd107913,Album,1265054102495,0016436d-e592-4254-9c53-78d08578b96c,"Vivianism",2007,8b2fee1e-e795-4be0-8084-0a5982bb292c,c5f42b91-82b9-466c-891c-a9cc391b50bc,"Vivian",""
4376b5a6-8afb-4d76-a9ac-14dcb2d0062f,Album,1338493068000,002460cd-85cf-435b-b33a-355eca5cbcbc,"Chain Letter",2005,1d18709a-0bae-4dbc-a15e-2913ff8c574c,99d4a7bd-198c-4561-b87b-0cc162a43669,"Brooke Valentine",""
bebacced-99e7-4480-b71a-6a667ae16300,Album,383391322606,00295d54-8b3d-465b-b9b8-5a7327a4fa72,"Devolver",2000,88063417-53fc-48b8-90d8-65c0e1adb510,a39fdbe7-1407-467b-9e6f-ec403de8bf65,"The Waybacks",""
850f2ed2-897e-4e51-be49-72da29dd0dcb,Album,1013596581659,00295d54-8b3d-465b-b9b8-5a7327a4fa72,"Devolver",2000,88063417-53fc-48b8-90d8-65c0e1adb510,a39fdbe7-1407-467b-9e6f-ec403de8bf65,"The Waybacks",""
c8daccd7-46b2-486e-9de3-62b0466196e8,Album,702694582146,00295d54-8b3d-465b-b9b8-5a7327a4fa72,"Devolver",2000,88063417-53fc-48b8-90d8-65c0e1adb510,a39fdbe7-1407-467b-9e6f-ec403de8bf65,"The Waybacks",""
