4dec2a18-0121-4997-9974-626cdb7df8b2,Artist,198ce78b-3240-48a5-bc67-ea6fc601029b,1
73c7884a-d9aa-4eb2-bd0c-e7a4e1396e2a,Artist,198ce78b-3240-48a5-bc67-ea6fc601029b,5
4e81edf4-9fef-4128-bf95-81aadfc3cdfb,Artist,198ce78b-3240-48a5-bc67-ea6fc601029b,4
14bb86c4-7fa2-428a-9009-53231f8d2081,Artist,17c6dff5-ff1d-460f-8683-cbb2a69ab340,3
4fddad11-8f56-496c-946d-66437ed0eeaa,Artist,17c6dff5-ff1d-460f-8683-cbb2a69ab340,1
21abfde6-9641-47e8-83ec-1784ebacc518,Artist,17c6dff5-ff1d-460f-8683-cbb2a69ab340,3
57b493b7-bf13-4e4b-b050-48eca3753be1,Artist,133130ec-08f6-4c2a-8296-ad1c74fb7e6e,3
d3339635-016b-434c-89a9-ecd9fe11ac0d,Artist,133130ec-08f6-4c2a-8296-ad1c74fb7e6e,1
f1fdd7bf-00dd-47d9-8a1c-307bf0accb08,Artist,08ae035f-e88c-4d51-9397-b3ceee1fe6a5,1
63bb6f84-96c7-469b-aa8a-f141259e478e,Artist,08ae035f-e88c-4d51-9397-b3ceee1fe6a5,1
515bbaa5-feed-4317-a220-82bf58c3493d,Artist,08ae035f-e88c-4d51-9397-b3ceee1fe6a5,5
a4957b6f-f6a5-40f6-b9df-5612db341f23,Artist,8fe65f21-d5ca-4421-a73a-5e9593eafc5a,4
3cb49c18-96bb-47e5-b7c0-f62e48f8b8b5,Artist,8fe65f21-d5ca-4421-a73a-5e9593eafc5a,5
793ad7dd-786d-477d-9378-bd752bcc1d20,Artist,8fe65f21-d5ca-4421-a73a-5e9593eafc5a,5
21abfde6-9641-47e8-83ec-1784ebacc518,Artist,cddd3b8e-3894-41a4-8f58-262987e06f55,5
793ad7dd-786d-477d-9378-bd752bcc1d20,Artist,cddd3b8e-3894-41a4-8f58-262987e06f55,3
f86d9ffb-7053-4690-964e-a7268319c8b3,Artist,e979dd38-3ffe-4251-b0de-06d2ee538b7a,2
dbdc01b9-ac3d-403e-aa3b-fc59da43c081,Artist,e979dd38-3ffe-4251-b0de-06d2ee538b7a,4
700e29f7-1afd-4d90-a09c-9c71474de68f,Artist,e979dd38-3ffe-4251-b0de-06d2ee538b7a,5
414f391c-8ebd-4485-9ac2-905e42f1fd2b,Artist,9c08b98f-1e06-467f-af70-6bb9e9c246af,5
63bb6f84-96c7-469b-aa8a-f141259e478e,Artist,9c08b98f-1e06-467f-af70-6bb9e9c246af,1
d832434f-baba-46b4-9ad4-65ab95ea3209,Artist,2853f794-b7db-4961-a27d-eb8aa18ed492,5
700e29f7-1afd-4d90-a09c-9c71474de68f,Artist,2853f794-b7db-4961-a27d-eb8aa18ed492,5
4fddad11-8f56-496c-946d-66437ed0eeaa,Artist,2853f794-b7db-4961-a27d-eb8aa18ed492,5
9f5e74bd-0371-4a70-9a74-b27d6affee92,Artist,d292eb67-ac55-46eb-a2c7-109793adb410,2
642f6fed-a41a-4c22-ac25-21167977d60d,Artist,d292eb67-ac55-46eb-a2c7-109793adb410,4
414f391c-8ebd-4485-9ac2-905e42f1fd2b,Artist,1d5168df-c7d7-416e-92c8-bcf72717cc94,4
4aa7028f-bd99-4d1d-942f-5cb2c4d365e5,Artist,1d5168df-c7d7-416e-92c8-bcf72717cc94,3
d8026cda-3cc9-43d9-b2ae-348171058e49,Artist,1d5168df-c7d7-416e-92c8-bcf72717cc94,4
793ad7dd-786d-477d-9378-bd752bcc1d20,Artist,8294c44c-e7e4-4d2e-8c33-790777982316,4
d9fc1bc2-7691-4997-ad4b-064d05dd6b7c,Artist,8294c44c-e7e4-4d2e-8c33-790777982316,4
700e29f7-1afd-4d90-a09c-9c71474de68f,Artist,8294c44c-e7e4-4d2e-8c33-790777982316,3
9fa4a187-931f-4818-8b22-61a1aa2be343,Artist,761c656d-ac32-40c0-86c1-cd7595e172a8,2
5cbce387-f68f-4654-9dec-c95eee48e371,Artist,761c656d-ac32-40c0-86c1-cd7595e172a8,1
42892ea5-feb0-419b-afa6-9b9b7c631745,Artist,761c656d-ac32-40c0-86c1-cd7595e172a8,2
d8026cda-3cc9-43d9-b2ae-348171058e49,Artist,1703b447-5dba-4492-bb98-b2620e1d2bc4,1
0f31d2da-70c8-4375-a8d2-7028066f65c6,Artist,1703b447-5dba-4492-bb98-b2620e1d2bc4,2
cbf392ea-47a2-4069-83e9-62ab2e740b84,Artist,1703b447-5dba-4492-bb98-b2620e1d2bc4,1
748ae2ee-48ae-4197-9b73-84810bfaf5f5,Artist,fd3b01c5-721f-4b3f-a8f2-6f8c5d14d56b,1
5da3f066-b19b-4417-b14a-1d3ba9cf9a52,Artist,fd3b01c5-721f-4b3f-a8f2-6f8c5d14d56b,2
321d5fe0-baeb-4ca7-bb3a-fbde58e7103f,Artist,fd3b01c5-721f-4b3f-a8f2-6f8c5d14d56b,2
6115669a-b3df-4677-9fe7-b792adc5b3ab,Artist,527961fd-c1f4-4d3a-bb90-16c13c649502,2
103b1c79-6e51-4446-b902-4968b533fc1f,Artist,527961fd-c1f4-4d3a-bb90-16c13c649502,4
f86d9ffb-7053-4690-964e-a7268319c8b3,Artist,70e9ec49-58b2-4a80-bb6a-1fec26d7caac,5
21abfde6-9641-47e8-83ec-1784ebacc518,Artist,70e9ec49-58b2-4a80-bb6a-1fec26d7caac,1
06cf79a1-17b4-4565-8073-a0b4ffba3fb4,Artist,70e9ec49-58b2-4a80-bb6a-1fec26d7caac,3
40f4a0f2-bda9-446b-8f63-ac33dd74ac34,Artist,27da9c9f-a70f-41d4-acc9-635ae1921bbe,5
f86d9ffb-7053-4690-964e-a7268319c8b3,Artist,27da9c9f-a70f-41d4-acc9-635ae1921bbe,5
aba61f94-4307-4fbb-ae05-cd680ebc637f,Artist,27da9c9f-a70f-41d4-acc9-635ae1921bbe,3
34091cb3-a335-46eb-8aa4-f1a51f22f056,Artist,1529f779-b4d1-4596-9340-5d491c346fd1,4
eb078647-c223-4a7c-8c1f-28705d301819,Artist,1529f779-b4d1-4596-9340-5d491c346fd1,5
5b980541-dc59-4694-a887-42a92fe6321c,Artist,1529f779-b4d1-4596-9340-5d491c346fd1,4
0965e6f5-e36a-4580-9d2f-5f961892b783,Artist,2a5494eb-7fda-4b48-8016-781c05574e85,1
4aa7028f-bd99-4d1d-942f-5cb2c4d365e5,Artist,2a5494eb-7fda-4b48-8016-781c05574e85,1
526140eb-e1d3-43d4-8b8a-18dfebfc4092,Artist,2a5494eb-7fda-4b48-8016-781c05574e85,2
c7a967d3-9d4e-4f0e-80c9-411da14415e4,Artist,9aaaa9ae-a4e2-4a63-8ac0-53c674016b55,2
c9408ecf-ff90-4808-94b9-d9dc2fa07877,Artist,9aaaa9ae-a4e2-4a63-8ac0-53c674016b55,4
db47a2bc-588b-4f06-823c-18cf0319f2f9,Artist,e3c0f1ad-35d9-48c4-85bf-43989fab59cc,4
4aa7028f-bd99-4d1d-942f-5cb2c4d365e5,Artist,e3c0f1ad-35d9-48c4-85bf-43989fab59cc,2
01abd5ef-65f3-4cec-8fae-4df95f1c83f3,Artist,e3c0f1ad-35d9-48c4-85bf-43989fab59cc,5
bd87f70c-fe9f-4970-925f-afdb8243c580,Artist,0af98f84-a575-477f-a6c3-a735b7142a53,4
aecf885b-9bc5-4f0b-ac11-e4ae59af350b,Artist,0af98f84-a575-477f-a6c3-a735b7142a53,3
eb078647-c223-4a7c-8c1f-28705d301819,Artist,aa403b47-7d3b-46f8-af4f-fe4f4959f9e5,4
2ce1513d-40d1-412a-a11e-bac6497c6ab6,Artist,aa403b47-7d3b-46f8-af4f-fe4f4959f9e5,3
5454a1e3-f590-46f8-a222-3c2952adc60c,Artist,aa403b47-7d3b-46f8-af4f-fe4f4959f9e5,1
6b59981b-4d1c-4b90-b00b-b4b93cc0072b,Artist,f2291da0-3d95-4086-81b3-f15e949fc1d5,4
291a3f73-e2a7-4571-a71f-4636d19f1b21,Artist,f2291da0-3d95-4086-81b3-f15e949fc1d5,2
4e81edf4-9fef-4128-bf95-81aadfc3cdfb,Artist,f2291da0-3d95-4086-81b3-f15e949fc1d5,1
0f31d2da-70c8-4375-a8d2-7028066f65c6,Artist,64d15be1-b71c-4c5c-be2d-8d039d1582ba,5
320ab7f9-c982-4f0d-b2c4-376d37bfe3fd,Artist,64d15be1-b71c-4c5c-be2d-8d039d1582ba,3
793ad7dd-786d-477d-9378-bd752bcc1d20,Artist,6d6f86ae-1cd6-4d9e-a193-c03943697aa5,5
8e970783-eb86-4e93-abe2-67242ddecd15,Artist,6d6f86ae-1cd6-4d9e-a193-c03943697aa5,5
f1fdd7bf-00dd-47d9-8a1c-307bf0accb08,Artist,6d6f86ae-1cd6-4d9e-a193-c03943697aa5,2
0c772fff-47c1-48d9-b3ea-c391f645e374,Artist,6a22d106-686a-4f36-9a67-a13f274010bc,2
5b980541-dc59-4694-a887-42a92fe6321c,Artist,6a22d106-686a-4f36-9a67-a13f274010bc,2
3cb49c18-96bb-47e5-b7c0-f62e48f8b8b5,Artist,1fdd389c-2130-4a68-a89e-a0a17b247330,2
d1c2ae49-520c-4b93-a924-caf4a5134632,Artist,1fdd389c-2130-4a68-a89e-a0a17b247330,1
414f391c-8ebd-4485-9ac2-905e42f1fd2b,Artist,1fdd389c-2130-4a68-a89e-a0a17b247330,2
11bb6ed2-8975-49da-8dbc-7f23e3bf8a88,Artist,9ea936de-4ef4-46d8-8a7c-09f6d08979fb,3
3cb49c18-96bb-47e5-b7c0-f62e48f8b8b5,Artist,9ea936de-4ef4-46d8-8a7c-09f6d08979fb,1
d04f3127-1fba-403f-b90a-68984e52b838,Artist,3caa3aaf-23c8-491e-a2a6-2d6416dc17b1,4
bd87f70c-fe9f-4970-925f-afdb8243c580,Artist,3caa3aaf-23c8-491e-a2a6-2d6416dc17b1,3
3aebe326-e2f7-4c58-a73b-2be9e2514660,Artist,3caa3aaf-23c8-491e-a2a6-2d6416dc17b1,3
f21ba453-24a9-4b50-9d2d-aaa90dc25c1f,Artist,ee1d90cb-527d-497f-91f8-4be6af9ca840,5
d3339635-016b-434c-89a9-ecd9fe11ac0d,Artist,ee1d90cb-527d-497f-91f8-4be6af9ca840,3
85e898e0-c329-47f7-b43f-593f73f1e147,Artist,ee1d90cb-527d-497f-91f8-4be6af9ca840,3
bd87f70c-fe9f-4970-925f-afdb8243c580,Artist,476247b9-64fe-4453-8457-8a90c24f51e3,2
40f4a0f2-bda9-446b-8f63-ac33dd74ac34,Artist,476247b9-64fe-4453-8457-8a90c24f51e3,1
d8026cda-3cc9-43d9-b2ae-348171058e49,Artist,0b64eaa9-197e-482f-9ad5-92c25b8c5169,3
c9408ecf-ff90-4808-94b9-d9dc2fa07877,Artist,0b64eaa9-197e-482f-9ad5-92c25b8c5169,5
cbf392ea-47a2-4069-83e9-62ab2e740b84,Artist,0b64eaa9-197e-482f-9ad5-92c25b8c5169,1
79f0c33e-2128-4b98-8489-0ed7f6ab44e7,Artist,07ce2d8d-4197-4014-8bec-bc8c547b4883,5
