Hotness01,Album,0.320922672749,00086da0-d479-4248-9b98-4f7920a6826e,"All In The Mind",1995,79abb818-9baf-429c-8578-216feb1d6af2,24db1a43-a59f-4015-ae37-d52f1907c8f7,"The Bucketheads","http://coverartarchive.org/release/35de045e-24bf-46c5-b61c-e8d7382c9ef5/10997712192-250.jpg"
Hotness01,Album,0.107540160418,0016436d-e592-4254-9c53-78d08578b96c,"Vivianism",2007,8b2fee1e-e795-4be0-8084-0a5982bb292c,c5f42b91-82b9-466c-891c-a9cc391b50bc,"Vivian",""
Hotness01,Album,0.441556841135,002460cd-85cf-435b-b33a-355eca5cbcbc,"Chain Letter",2005,1d18709a-0bae-4dbc-a15e-2913ff8c574c,99d4a7bd-198c-4561-b87b-0cc162a43669,"Brooke Valentine",""
Hotness01,Album,0.000000000000,00295d54-8b3d-465b-b9b8-5a7327a4fa72,"Devolver",2000,88063417-53fc-48b8-90d8-65c0e1adb510,a39fdbe7-1407-467b-9e6f-ec403de8bf65,"The Waybacks",""
Hotness01,Album,0.000000000000,00298be9-577e-479b-868d-f0e00c668a2e,"Whole Lot Of Leavin\'",2007,d5d3594e-a171-4193-89bf-b42827fec167,5dcdb5eb-cb72-4e6e-9e63-b7bace604965,"Bon Jovi",""
Hotness01,Album,0.382935076952,002d4670-d48c-4147-a568-0c4d76b98b63,"Suicide Sessions / Anti-Social Personality Disorder: Live",,a8fc8e3f-e880-4911-8731-1cb07e47b08a,0c624637-4a2c-4df0-ba80-b4ddb25bb5e5,"GG Allin",""
Hotness01,Album,0.415983110666,003c8e4d-6ae8-413a-8e5e-65cc72ae6275,"The Ultimate Most Relaxing New Age Piano in the Universe",,e4d48b0b-b7bf-43f3-9c73-00d9d7cd7200,2ce96399-f6da-439f-af3a-f319ebe2074c,"Suzanne Ciani",""
Hotness01,Album,0.476435214281,004040e9-e652-472e-a221-c49ae4fcdd04,"In Rainbows",2007,89aab5b1-d054-428b-8e17-5266b7707349,a74b1b7f-71a5-4011-9441-d0b5e4122711,"Radiohead",""
Hotness01,Album,0.623783349991,0043a084-9cfb-4d9a-bfc9-a85b8f0173b2,"Are You With Me?",,b9c06614-1a55-42b2-868b-563d5f58ed70,dfa7df17-e1dd-4ac2-ad3e-e109d404c0f4,"Cowboy Mouth",""
Hotness01,Album,0.000000000000,0044548b-046b-4b97-89e0-07649d44b0e3,"Diet Pills & Magazines",,2d11c040-a4c9-4519-a0df-010c351bf190,838b705b-2389-4de4-83a9-f5e970b2a7ef,"Humanzi",""
Hotness01,Album,0.000000000000,0044a3ab-f3d6-41e4-a28b-ef1620a5b7f5,"Direkt Aus Dem Knast (Du Spast)",,ffdad1cc-80c8-455c-8864-c9c19f2bfa98,76b143c3-87b9-4a1e-9e31-94ad58c2589d,"Jack Orsen & Taktlo$$",""
