Hotness01,Song,0.000000000000,0015f916-5bb4-470d-bce6-2f63a7043111,1b1f4f60-6231-4022-bd6c-79c632d32ad2,"Introducing Townes Van Zandt Via The Great Unknown",,ce6676f7-a1d7-43f7-9a85-84280ed368f3,c5345119-28e2-43e3-b679-7a6f819661d5,"Kate Maki",177,"I\'ll Be Here in the Morning",""
Hotness01,Song,0.521313846111,0018bea7-2a29-4652-8504-631fbbb195cf,aefed2b2-452e-4110-9b30-23a4628c0f7c,"The Best Of The Gaither Vocal Band",2003,d3ef1ee2-07d5-46e5-9dd6-aafe7c45f3ac,ad8648f9-95ca-4fc1-bc19-9cee86e468d3,"Gaither Vocal Band",276,"Knowing You\'ll Be There",""
Hotness01,Song,0.000000000000,0021e54d-b8b6-4229-a034-9c9250aaa1c0,d013777d-93e5-4db2-8066-c54624294cdd,"Ministry of Sound Presents Chilled II 1991-2009",,63e8efe9-96c4-46b0-9927-5fd40f070274,91e760fa-98f4-4122-a1e6-c980473fccce,"Olive",211,"You\'re Not Alone",""
Hotness01,Song,0.375984311104,002252a5-d744-4aba-90a6-435754005e3f,2c5cd440-6571-4c63-a6f2-2f8e83386e29,"Crossroads",2004,992aaf48-a29d-4ad4-8f94-64c6d72227cd,5618fee2-7613-4337-8169-6621aff5d6f5,"Deitrick Haddon",199,"Stir The Gift",""
Hotness01,Song,0.000000000000,002421dd-27f2-4790-aa8f-e081daf98a54,bf25e975-9474-4df2-9aa2-7d6905166922,"Washboard Sam Vol. 1 (1935-1936)",,431ce62b-a5cf-4bab-877c-4ce2eb3725b2,7c913d1c-cef0-4c02-89d2-ecbf6ab5fc21,"Washboard Sam",162,"Come On In",""
Hotness01,Song,0.000000000000,003b98a1-b773-4539-8df8-852f0bdcbd51,84ce2169-e6f8-412c-84b4-3a69a29018f1,"Esa Pakarinen",1990,f65d3938-4d78-4e8d-9ae7-0013cf21c563,fe237f43-efbd-4f2c-bfd0-8d73da80cb81,"Esa Pakarinen",152,"Vanhapoika-Severi",""
Hotness01,Song,0.000000000000,004160ef-39a2-4773-a317-95cc95e467cf,19da30b7-2a33-4177-be1e-a5c1b09009a2,"Live From Las Vegas",,5dbbfbe9-8ff0-4d01-86ce-0a71993f1a06,1f223eed-aa38-49da-9e76-62ab3adc2e04,"Bobby Darin",124,"Intro. & Hello Young Lovers (Live) (2000 Digital Remaster)",""
Hotness01,Song,0.000000000000,004302f2-4f3a-4682-977f-ae691c941bda,1a017c5d-aeb1-4c8c-a951-2c023e8b7ec2,"I\'ve Got the World On a String",,830681b7-7014-4abf-ab14-f5501dc43bc4,5d84e905-4bbb-4dc1-8380-a796d2d62907,"Charlie Byrd Trio",267,"Travellin\' On",""
Hotness01,Song,0.000000000000,00552116-7a92-43d9-bac9-90fb2506f314,7e09a986-8b8e-429b-8457-b3a2f308a323,"Another Round",,56cf58f9-59e5-4e1b-b8f3-e144fadac7a4,500d2b10-b0fb-4615-a1a6-fa226a620d32,"The Irish Rovers",204,"Planxty Morgan Magan/ The Morning Dew","http://coverartarchive.org/release/915bd7aa-b5de-43e1-8643-0882b1206c9c/10262074175-250.jpg"
Hotness01,Song,0.345802247524,005d4523-5af3-4fe3-82be-72a5637f9860,9a0df33d-2ae6-4ef5-9ddb-7c90129409ee,"The Sex Pistols",,689c9bf6-4ee1-4147-87ac-2dde3351ceff,e5db18cb-4b1f-496d-a308-548b611090d3,"Sex Pistols",186,"New York (Dave Goodman Demo Version) (Explicit)",""
Hotness01,Song,0.000000000000,005ee229-fdaf-4532-8a7c-bf6eb52d6143,d29e4a6f-a3c9-4d6f-b1b4-0bb9c854070b,"Santa Loves to Boogie",2007,7368d399-e5ce-4b23-ad74-c54c4033f517,79ad8210-274e-4a99-8033-f4c9fe9be8a3,"Asleep At The Wheel",180,"I Hate Christmas",""
Hotness01,Song,0.000000000000,00607dbc-5152-4a30-a63a-c7073d31ace0,e319a294-8d05-426a-af4c-cd0efaf39e80,"Pitch Black Progress",2006,b17948fc-c8cc-4278-80d3-b254bb72be0b,b9a20306-a4f5-4d3c-8680-e9cdc7e3af5b,"Scar Symmetry",326,"Deviate From The Form",""
Hotness01,Song,0.000000000000,0061a6b0-f5b8-4e31-8d84-82fa1b7f1db8,d2bacf6d-1ad1-40e9-9006-cc2dae81f5c0,"Casey Bill Weldon Vol. 3 1937-1938",,7dacc4f5-2cdc-4882-a367-43d4bd813699,8a79e7f1-6e48-4efd-aba4-42a14d24faec,"Casey Bill Weldon",183,"New Round And Round",""
Hotness01,Song,0.000000000000,00682ba8-a1bd-47fa-8ab4-2561e8a4725e,f72ba9ae-8463-40f3-ad57-9993d1f640bf,"Mein Job",,e510f9f0-aabd-4e17-8094-78cd25b97321,1586106b-e8e6-422d-925f-74ff9504d546,"Massive Tne",239,"Notausgang (feat. TimXtreme)",""
Hotness01,Song,0.565666556358,006bfb4e-8ce4-4a27-9265-8e6077f7363a,43c686ba-a869-4fdf-bc79-2c5932493a9d,"Charmer",2007,49ecd52f-3966-4eb2-98bd-aab1235144cd,6ffb8ea9-2370-44d8-b678-e9237bbd347b,"Kings Of Leon",225,"My Party (Kenna Remix)",""
Hotness01,Song,0.685137629509,006d3ae1-cc7d-4d29-aad4-45fcd5341ed0,03a5e317-0c59-4f0c-9d89-a638b3444117,"Snivilisation",1994,c489f6e8-4830-48bc-9961-4349037807a6,f3e2a7d9-c6bb-4848-95e5-04c0a1e2f511,"Orbital",478,"Forever",""
Hotness01,Song,0.629071831703,006f5128-d9f3-4fd2-93b7-99e3def58101,da5ca556-ea1b-4a78-8aa4-6736deca2c1f,"Resurrection",2007,71986eac-52f7-454f-87d9-7a6c5bb4ed14,d624df22-b03d-4746-ac28-a4bd72aeec26,"Chimaira",323,"The Flame","http://coverartarchive.org/release/03c51ea9-0372-3348-a745-354c96a242ce/961949159-250.jpg"
Hotness01,Song,0.000000000000,00779f48-ceb0-470a-b202-c6cb6b3fabf6,6745542d-705e-4a51-995e-ef40f7af6b6a,"The Flat Earth (Collector\'s Edition)",,83563104-c824-4e60-9f2d-56f1229b0822,5a8cc407-7efb-4e94-9637-d5896395e754,"Thomas Dolby",437,"Dissidents (The Search For Truth Part 1) (2009 Digital Remaster)",""
Hotness01,Song,0.000000000000,008fb2d1-df2f-4677-b501-257df4bc1560,be47164c-33df-45f2-b755-33051031bab6,"Preludes To Passion",,d4f720fd-52ae-434d-b89d-e61aacec3ae5,f5c78cca-1bb5-40f4-a9e1-9b3c593715fa,"Laura Leon",92,"Sicilienne (by Francis Poulenc)",""
Hotness01,Song,0.000000000000,0092df24-a3ba-42ca-9ccd-e179fe4d7595,8c6d0575-13b7-4270-ab2a-53b660945e4f,"Reet Petite",1993,c38b1d31-44e2-4edd-8df1-ac348a699c76,f0bf4fa0-028e-452f-82d3-7d4375e105dd,"Jackie Wilson",120,"Why Can\'t You Be Mine",""
Hotness01,Song,0.000000000000,00956f25-abc8-4890-9be9-6e07472828da,728cd2cb-b5cb-4176-bc0e-04cd0b79ad17,"Corao de 5 Pontas",,06cc744f-310e-49a1-8f8a-ed05cde8b27d,db315e6a-06c4-43a2-a6bb-8d0e800838ac,"Hlio Ziskind",130,"Tel",""
Hotness01,Song,0.000000000000,00a13a20-232c-4cc0-a306-10efbb6f8579,68136612-32c0-414d-8fbc-e850c186b3e5,"Doe Or Die",1995,fd632f38-555a-4a8b-bb6b-f8795cebb37b,0506bf37-90d7-4654-9585-b4800dc945d5,"AZ",203,"We Can\'t Win (Explicit)","http://coverartarchive.org/release/1a2b95ab-bc8b-46f5-a236-fbbacf8cc2d2/9461790679-250.jpg"
Hotness01,Song,0.000000000000,00af86b0-a789-48c8-b3fe-4d6c68c19cdf,6fe94ce6-01bc-4f07-92be-06a2a0f3ac3b,"Once A Day",,6c6c9841-3850-45af-a96c-7e46b50d92dd,6fe09087-5693-4189-aa12-8d148f294121,"Connie Smith",125,"Cincinnati Ohio",""
