Hotness01,Artist,0.596571207047,00116c3b-7b66-4e28-9d38-3c79b89ccd3a,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,"NOFX",""
Hotness01,Artist,0.000000000000,00234a1e-93a2-46d9-ac31-8721bbdb33f0,b54cf2cb-16e5-4e17-844a-1f5c2e8ff6a6,"Pinch",""
Hotness01,Artist,0.000000000000,00268f58-31fb-4b4c-8473-a9345ff422c8,575ce447-e37e-4810-a4a2-c3a346455048,"Buddy Miles",""
Hotness01,Artist,0.673074424267,0038bfaa-5062-44d8-8dce-66351c35bbfc,05b5488d-7141-4b21-819b-d4713abf2a98,"Vince Guaraldi",""
Hotness01,Artist,0.000000000000,004ee87e-1a20-4b28-bb2d-1bbb6a8af63f,53019232-166e-4788-8b13-23e60ffced44,"Billy Higgins",""
Hotness01,Artist,0.000000000000,0057170b-28d6-41ad-a52f-1b12d792fec4,625e171a-6bca-4f91-9b78-7078ef52ab25,"Frank Marino & Mahogany Rush",""
Hotness01,Artist,0.000000000000,00599221-4d40-4b94-b768-a7a8bee45097,1201dd30-eef8-4982-b83d-81acffa31331,"Jauida",""
Hotness01,Artist,0.000000000000,006692b2-54df-478e-9b30-c751a4da3a93,5ae54dee-4dba-49c0-802a-a3b3b3adfe9b,"Philip Glass",""
Hotness01,Artist,0.482137590647,006dcf7d-d9ad-49e1-9508-57438eea7ecf,bb7ef759-5319-4521-b58f-42333804e8e3,"Mithotyn",""
Hotness01,Artist,0.334706544876,0078745f-7995-4282-a2bd-86fb0cebfdef,f400aa79-e028-4d15-9554-69fce01091fd,"Blessid Union Of Souls","http://coverartarchive.org/release/0a8a3a1d-984f-4d25-bc5e-e2025c404b4d/4521109336-250.jpg"
Hotness01,Artist,0.000000000000,00dbf09f-905c-4cc8-a0d3-cbe7d9b0badc,4aaf6eb8-c44e-42d1-b99b-3ebf87325dc4,"Aberdeen",""
Hotness01,Artist,0.215080320835,00df4326-9f5f-4b69-8a94-bf189df10016,0d85b9f2-802d-48bb-aa85-6a9668869053,"Beenie Man",""
Hotness01,Artist,0.000000000000,00e61514-52d7-40e5-86c9-aebd7f3e890e,69ee3720-a7cb-4402-b48d-a02c366f2bcf,"The Cure",""
Hotness01,Artist,0.556160449982,010d7c1f-5fac-4c44-b5d5-88af8bc8f41b,9f336c50-ae4c-4440-bda7-958aa12bc15a,"Unearth",""
