4dec2a18-0121-4997-9974-626cdb7df8b2,Artist,331112929188,00116c3b-7b66-4e28-9d38-3c79b89ccd3a,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,"NOFX",""
73c7884a-d9aa-4eb2-bd0c-e7a4e1396e2a,Artist,1314540631960,00116c3b-7b66-4e28-9d38-3c79b89ccd3a,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,"NOFX",""
4e81edf4-9fef-4128-bf95-81aadfc3cdfb,Artist,1307124816921,00116c3b-7b66-4e28-9d38-3c79b89ccd3a,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,"NOFX",""
14bb86c4-7fa2-428a-9009-53231f8d2081,Artist,547574448949,00234a1e-93a2-46d9-ac31-8721bbdb33f0,b54cf2cb-16e5-4e17-844a-1f5c2e8ff6a6,"Pinch",""
4fddad11-8f56-496c-946d-66437ed0eeaa,Artist,707974015868,00234a1e-93a2-46d9-ac31-8721bbdb33f0,b54cf2cb-16e5-4e17-844a-1f5c2e8ff6a6,"Pinch",""
5d8eb9ae-54c3-4916-a331-4d7f0e588144,Artist,1254450014136,00268f58-31fb-4b4c-8473-a9345ff422c8,575ce447-e37e-4810-a4a2-c3a346455048,"Buddy Miles",""
515bbaa5-feed-4317-a220-82bf58c3493d,Artist,1048104261993,0038bfaa-5062-44d8-8dce-66351c35bbfc,05b5488d-7141-4b21-819b-d4713abf2a98,"Vince Guaraldi",""
a4957b6f-f6a5-40f6-b9df-5612db341f23,Artist,361797086515,004ee87e-1a20-4b28-bb2d-1bbb6a8af63f,53019232-166e-4788-8b13-23e60ffced44,"Billy Higgins",""
4aa7028f-bd99-4d1d-942f-5cb2c4d365e5,Artist,1143270809559,0057170b-28d6-41ad-a52f-1b12d792fec4,625e171a-6bca-4f91-9b78-7078ef52ab25,"Frank Marino & Mahogany Rush",""
21abfde6-9641-47e8-83ec-1784ebacc518,Artist,770331555995,0057170b-28d6-41ad-a52f-1b12d792fec4,625e171a-6bca-4f91-9b78-7078ef52ab25,"Frank Marino & Mahogany Rush",""
dbdc01b9-ac3d-403e-aa3b-fc59da43c081,Artist,239847063477,00599221-4d40-4b94-b768-a7a8bee45097,1201dd30-eef8-4982-b83d-81acffa31331,"Jauida",""
700e29f7-1afd-4d90-a09c-9c71474de68f,Artist,308625999592,00599221-4d40-4b94-b768-a7a8bee45097,1201dd30-eef8-4982-b83d-81acffa31331,"Jauida",""
a93d6c53-b904-4959-8203-c9d68c70f34b,Artist,116676530065,006692b2-54df-478e-9b30-c751a4da3a93,5ae54dee-4dba-49c0-802a-a3b3b3adfe9b,"Philip Glass",""
63bb6f84-96c7-469b-aa8a-f141259e478e,Artist,477055703560,006692b2-54df-478e-9b30-c751a4da3a93,5ae54dee-4dba-49c0-802a-a3b3b3adfe9b,"Philip Glass",""
d832434f-baba-46b4-9ad4-65ab95ea3209,Artist,1242095922117,006dcf7d-d9ad-49e1-9508-57438eea7ecf,bb7ef759-5319-4521-b58f-42333804e8e3,"Mithotyn",""
700e29f7-1afd-4d90-a09c-9c71474de68f,Artist,1315440729584,006dcf7d-d9ad-49e1-9508-57438eea7ecf,bb7ef759-5319-4521-b58f-42333804e8e3,"Mithotyn",""
4fddad11-8f56-496c-946d-66437ed0eeaa,Artist,631943983142,006dcf7d-d9ad-49e1-9508-57438eea7ecf,bb7ef759-5319-4521-b58f-42333804e8e3,"Mithotyn",""
414f391c-8ebd-4485-9ac2-905e42f1fd2b,Artist,341379263440,00dbf09f-905c-4cc8-a0d3-cbe7d9b0badc,4aaf6eb8-c44e-42d1-b99b-3ebf87325dc4,"Aberdeen",""
4aa7028f-bd99-4d1d-942f-5cb2c4d365e5,Artist,913159226194,00dbf09f-905c-4cc8-a0d3-cbe7d9b0badc,4aaf6eb8-c44e-42d1-b99b-3ebf87325dc4,"Aberdeen",""
